Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
914 James St,Aid Response,11/30/2003 03:04:23 AM,47.605621,-122.324591,POINT (-122.324591 47.605621),F030089197
7560 EAST MARGINAL WAY S,Motor Vehicle Accident,11/30/2003 03:09:09 AM,47.535261,-122.314829,POINT (-122.314829 47.535261),F030089199
415 Boren Av,Aid Response,11/30/2003 03:23:47 AM,47.605158,-122.321318,POINT (-122.321318 47.605158),F030089200
2315 Ne 65th St,Aid Response,11/30/2003 03:28:31 AM,47.675775,-122.302742,POINT (-122.302742 47.675775),F030089201
5023 Rainier Av S,Aid Response,11/30/2003 03:57:20 AM,47.556905,-122.284537,POINT (-122.284537 47.556905),F030089203
2415 9th Av W,Aid Response,11/30/2003 04:18:30 AM,47.639763,-122.368963,POINT (-122.368963 47.639763),F030089204
122 Highland Dr,Medic Response,11/30/2003 04:34:28 AM,47.629768,-122.354764,POINT (-122.354764 47.629768),F030089205
2132 N 137th St,Aid Response,11/30/2003 04:36:37 AM,47.728668,-122.333784,POINT (-122.333784 47.728668),F030089206
1027 Bellevue Ct E,Auto Fire Alarm,11/30/2003 05:10:28 AM,47.627594,-122.327146,POINT (-122.327146 47.627594),F030089207
600 Pine St,Trans to AMR,11/30/2003 05:14:42 AM,47.612136,-122.335373,POINT (-122.335373 47.612136),F030089209
100 Crockett St,Medic Response,11/30/2003 05:31:15 AM,47.637416,-122.355598,POINT (-122.355598 47.637416),F030089210
1102 8th Av,Medic Response,11/30/2003 05:57:10 AM,47.608665,-122.329131,POINT (-122.329131 47.608665),F030089211
2300 Sw Webster St,Aid Response,11/30/2003 06:03:55 AM,47.535512,-122.361136,POINT (-122.361136 47.535512),F030089212
200 Broadway,Auto Fire Alarm,11/30/2003 06:24:34 AM,47.603285,-122.320741,POINT (-122.320741 47.603285),F030089214
4502 Sw Wildwood Pl,Medic Response,11/30/2003 06:39:04 AM,47.520787,-122.390222,POINT (-122.390222 47.520787),F030089215
4909 Evanston Av N,Aid Response,11/30/2003 06:58:30 AM,47.664361,-122.351468,POINT (-122.351468 47.664361),F030089217
8825 Rainier Av S,Auto Fire Alarm,11/30/2003 06:59:21 AM,47.524552,-122.269985,POINT (-122.269985 47.524552),F030089218
6200 33rd Av Ne,Aid Response,11/30/2003 07:04:17 AM,47.673981,-122.292203,POINT (-122.292203 47.673981),F030089219
415 10th Av,Fire in Building,11/30/2003 07:06:03 AM,47.605346,-122.319413,POINT (-122.319413 47.605346),F030089220
1630 43rd Av E,Auto Fire Alarm,11/30/2003 07:16:05 AM,47.633347,-122.277159,POINT (-122.277159 47.633347),F030089221
8741 Seward Park Av S,Medic Response,11/30/2003 07:24:55 AM,47.524454,-122.264633,POINT (-122.264633 47.524454),F030089222
10049 College Way N,Aid Response,11/30/2003 07:46:23 AM,47.701389,-122.335,POINT (-122.335 47.701389),F030089224
2801 Sw Thistle St,Auto Fire Alarm,11/30/2003 07:51:01 AM,47.528282,-122.368551,POINT (-122.368551 47.528282),F030089226
1st Av / Blanchard St,Aid Response,11/30/2003 07:53:37 AM,47.612606,-122.345213,POINT (-122.345213 47.612606),F030089228
11501 15th Av Ne,Aid Response Yellow,11/30/2003 07:55:54 AM,47.712167,-122.312433,POINT (-122.312433 47.712167),F030089229
4045 UNIVERSITY WAY NE,Automatic Fire Alarm False,11/30/2003 08:11:29 AM,47.656328,-122.313259,POINT (-122.313259 47.656328),F030089231
5900 37th Av S,Aid Response,11/30/2003 08:20:52 AM,47.549748,-122.286273,POINT (-122.286273 47.549748),F030089235
5005 3rd Av S,Auto Fire Alarm,11/30/2003 08:23:13 AM,47.55741,-122.330905,POINT (-122.330905 47.55741),F030089238
1505 E Harrison St,Aid Response,11/30/2003 08:26:46 AM,47.622088,-122.312576,POINT (-122.312576 47.622088),F030089243
601 Pine St,Auto Fire Alarm,11/30/2003 08:30:20 AM,47.612141,-122.335362,POINT (-122.335362 47.612141),F030089252
1723 N 45th St,Aid Response,11/30/2003 08:43:09 AM,47.661387,-122.337118,POINT (-122.337118 47.661387),F030089257
11045 8th Av Ne,Aid Response Yellow,11/30/2003 08:47:44 AM,47.708899,-122.320568,POINT (-122.320568 47.708899),F030089258
7327 40th Av Sw,Aid Response,11/30/2003 08:56:31 AM,47.536641,-122.383731,POINT (-122.383731 47.536641),F030089259
2nd Av Sw / Highland Park Way Sw,Medic Response,11/30/2003 08:57:32 AM,47.539939,-122.337097,POINT (-122.337097 47.539939),F030089260
7524 35th Av Sw,Aid Response,11/30/2003 09:14:08 AM,47.535284,-122.376607,POINT (-122.376607 47.535284),F030089268
7103 32nd Av Nw,Rescue Lock In/Out,11/30/2003 09:23:17 AM,47.680227,-122.398387,POINT (-122.398387 47.680227),F030089270
8400 35TH AV NE,Aid Response,11/30/2003 09:31:43 AM,47.689339,-122.290685,POINT (-122.290685 47.689339),F030089272
2002 S Columbian Way,Medic Response,11/30/2003 09:31:38 AM,47.559964,-122.305879,POINT (-122.305879 47.559964),F030089273
1417 15th Av,Aid Response,11/30/2003 09:37:39 AM,47.613108,-122.312779,POINT (-122.312779 47.613108),F030089275
1517 Alaskan Way S,Ship Fire 50'on Shore/Pier,11/30/2003 09:40:22 AM,47.590186,-122.337479,POINT (-122.337479 47.590186),F030089276
12526 Fremont Av N,Aid Response,11/30/2003 09:40:26 AM,47.719817,-122.350316,POINT (-122.350316 47.719817),F030089277
2415 Western Av,Aid Response,11/30/2003 09:43:20 AM,47.613559,-122.348806,POINT (-122.348806 47.613559),F030089279
S Washington St / 4th Av S,Trans to AMR,11/30/2003 10:05:58 AM,47.600875,-122.328963,POINT (-122.328963 47.600875),F030089283
1301 6th Av,Aid Response,11/30/2003 10:12:37 AM,47.60916,-122.33264,POINT (-122.33264 47.60916),F030089285
4139 42nd Av Sw,Aid Response,11/30/2003 10:17:41 AM,47.566254,-122.385451,POINT (-122.385451 47.566254),F030089287
10147 Holman Rd Nw,Medic Response,11/30/2003 10:25:07 AM,47.702691,-122.360169,POINT (-122.360169 47.702691),F030089288
2601 59th Av Sw,Aid Response,11/30/2003 10:28:30 AM,47.580054,-122.408009,POINT (-122.408009 47.580054),F030089290
909 N 74th St,Aid Response,11/30/2003 10:38:57 AM,47.682569,-122.346319,POINT (-122.346319 47.682569),F030089293
EB I90 AT TUNNEL EB,Rescue Extrication,11/30/2003 10:50:31 AM,47.59011,-122.294483,POINT (-122.294483 47.59011),F030089294
13046 30th Av Ne,Aid Response,11/30/2003 10:56:47 AM,47.723172,-122.296362,POINT (-122.296362 47.723172),F030089295
Nb I5 To Senaca St,Motor Vehicle Accident,11/30/2003 10:56:58 AM,47.606575,-122.329389,POINT (-122.329389 47.606575),F030089298
3719 Ne 77th St,Investigate Out Of Service,11/30/2003 11:05:52 AM,47.684855,-122.288427,POINT (-122.288427 47.684855),F030089299
5300 Tallman Av Nw,Single Medic Unit,11/30/2003 11:15:32 AM,47.667222,-122.380052,POINT (-122.380052 47.667222),F030089301
414 W Howe St,Aid Response,11/30/2003 11:16:23 AM,47.635955,-122.362497,POINT (-122.362497 47.635955),F030089302
9th Av / Virginia St,Aid Response,11/30/2003 11:32:25 AM,47.616385,-122.335736,POINT (-122.335736 47.616385),F030089303
Taylor Av N / Mercer St,Aid Response,11/30/2003 11:37:24 AM,47.624558,-122.346266,POINT (-122.346266 47.624558),F030089305
3448 15th Av W,Automatic Fire Alarm False,11/30/2003 11:40:28 AM,47.650775,-122.376282,POINT (-122.376282 47.650775),F030089306
1247 S Henderson St,Aid Response,11/30/2003 11:41:14 AM,47.523048,-122.317005,POINT (-122.317005 47.523048),F030089307
450 3rd Av,Medic Response,11/30/2003 11:46:24 AM,47.601886,-122.330511,POINT (-122.330511 47.601886),F030089310
Eastlake Av E / Republican St,Medic Response,11/30/2003 11:53:02 AM,47.623127,-122.329156,POINT (-122.329156 47.623127),F030089311
1703 California Av Sw,Medic Response,11/30/2003 11:57:45 AM,47.588027,-122.386277,POINT (-122.386277 47.588027),F030089312
4828 S Graham St,Aid Response,11/30/2003 11:58:12 AM,47.546054,-122.272384,POINT (-122.272384 47.546054),F030089313
7003 47th Av Sw,Aid Response,11/30/2003 11:59:49 AM,47.540424,-122.393066,POINT (-122.393066 47.540424),F030089314
25th Av Ne / Ne 120th St,"Medic Response, 7 per Rule",11/30/2003 12:07:09 PM,47.715692,-122.301805,POINT (-122.301805 47.715692),F030089315
3423 W Government Way,"Medic Response, 7 per Rule",11/30/2003 12:10:11 PM,47.659216,-122.400988,POINT (-122.400988 47.659216),F030089318
Boren Av N / Republican St,Aid Response,11/30/2003 12:01:07 PM,47.623199,-122.335838,POINT (-122.335838 47.623199),F030089319
1011 S Weller St,Aid Response,11/30/2003 12:16:44 PM,47.597509,-122.319511,POINT (-122.319511 47.597509),F030089322
1217 6th Av,Aid Response,11/30/2003 12:19:52 PM,47.608561,-122.3321,POINT (-122.3321 47.608561),F030089323
3410 21st Av W,Medic Response,11/30/2003 12:20:24 PM,47.650412,-122.383359,POINT (-122.383359 47.650412),F030089324
8809 2nd Av S,Aid Response,11/30/2003 12:21:21 PM,47.524463,-122.331814,POINT (-122.331814 47.524463),F030089325
3907 Sw Holden St,Aid Response,11/30/2003 12:28:14 PM,47.533548,-122.38206,POINT (-122.38206 47.533548),F030089328
3300 W Mcgraw St,Auto Fire Alarm,11/30/2003 12:36:10 PM,47.639557,-122.399631,POINT (-122.399631 47.639557),F030089330
2711 E Roy St,Medic Response,11/30/2003 12:46:05 PM,47.625159,-122.297553,POINT (-122.297553 47.625159),F030089331
4th Av N / Mercer St,Aid Response,11/30/2003 12:46:18 PM,47.624564,-122.348877,POINT (-122.348877 47.624564),F030089332
128 18th Av,Aid Response,11/30/2003 12:50:49 PM,47.602239,-122.308964,POINT (-122.308964 47.602239),F030089334
11039 17th Av Ne,Aid Response,11/30/2003 12:50:26 PM,47.709397,-122.309982,POINT (-122.309982 47.709397),F030089335
2318 4th Av,Aid Response,11/30/2003 12:54:04 PM,47.615507,-122.344168,POINT (-122.344168 47.615507),F030089338
539 N 80th St,Aid Response,11/30/2003 12:53:09 PM,47.686941,-122.352069,POINT (-122.352069 47.686941),F030089339
11th Av E / E John St,Motor Vehicle Accident,11/30/2003 12:59:30 PM,47.619927,-122.318234,POINT (-122.318234 47.619927),F030089340
3715 SW ALASKA ST,Medic Response,11/30/2003 12:59:57 PM,47.561081,-122.378956,POINT (-122.378956 47.561081),F030089341
5111 Sw Hudson St,Wires Down,11/30/2003 01:07:48 PM,47.5575,-122.397879,POINT (-122.397879 47.5575),F030089344
7127 Holly Park Dr S,Medic Response,11/30/2003 01:19:22 PM,47.537935,-122.286605,POINT (-122.286605 47.537935),F030089346
1200 University St,Medic Response,11/30/2003 01:19:08 PM,47.611943,-122.325987,POINT (-122.325987 47.611943),F030089347
Nb I5 Cd To James St,Medic Response,11/30/2003 01:19:33 PM,47.603525,-122.326315,POINT (-122.326315 47.603525),F030089348
Sb I5 To Wb Wsea Frwy,Aid Response,11/30/2003 01:20:33 PM,47.574458,-122.320215,POINT (-122.320215 47.574458),F030089350
3824 S Myrtle St,Aid Response,11/30/2003 01:24:32 PM,47.538881,-122.284465,POINT (-122.284465 47.538881),F030089351
1551 ALASKAN WAY S,Medic Response,11/30/2003 01:31:12 PM,47.589919,-122.337602,POINT (-122.337602 47.589919),F030089354
32nd Av S / S Mcclellan St,Medic Response,11/30/2003 01:32:45 PM,47.578346,-122.291922,POINT (-122.291922 47.578346),F030089355
800 Occidental Av S,Medic Response,11/30/2003 01:32:27 PM,47.598056,-122.333056,POINT (-122.333056 47.598056),F030089356
2013 Nw 64th St,Aid Response,11/30/2003 01:35:11 PM,47.675284,-122.382368,POINT (-122.382368 47.675284),F030089357
3rd Av / Union St,Medic Response,11/30/2003 01:38:14 PM,47.608756,-122.336885,POINT (-122.336885 47.608756),F030089358
6th Av S / S Spokane St,Aid Response,11/30/2003 01:39:55 PM,47.571408,-122.325986,POINT (-122.325986 47.571408),F030089361
6th Av S - I5 Sb Rp / S Spokane St,Motor Vehicle Accident,11/30/2003 01:58:19 PM,47.571408,-122.325986,POINT (-122.325986 47.571408),F030089367
720 22nd Av,Aid Response,11/30/2003 01:58:12 PM,47.608207,-122.303721,POINT (-122.303721 47.608207),F030089368
400 Pine St,Medic Response,11/30/2003 02:03:14 PM,47.611207,-122.337592,POINT (-122.337592 47.611207),F030089370
102 Pike St,Medic Response,11/30/2003 02:11:00 PM,47.608859,-122.339922,POINT (-122.339922 47.608859),F030089373
4715 W Ruffner St,1RED 1 Unit,11/30/2003 02:13:35 PM,47.651987,-122.417058,POINT (-122.417058 47.651987),F030089374
14356 37th Av Ne,Medic Response,11/30/2003 02:15:41 PM,47.732428,-122.288368,POINT (-122.288368 47.732428),F030089375
Nb I5 At Ne 130 St,Fuel Spill,11/30/2003 02:15:25 PM,47.719838,-122.324131,POINT (-122.324131 47.719838),F030089377
202 19th Av E,Medic Response,11/30/2003 02:18:47 PM,47.619673,-122.307364,POINT (-122.307364 47.619673),F030089378
1710 Nw 57th St,Auto Fire Alarm,11/30/2003 02:23:44 PM,47.670175,-122.378883,POINT (-122.378883 47.670175),F030089379
3013 S Mount Baker Blvd,Aid Response,11/30/2003 02:19:06 PM,47.575917,-122.294029,POINT (-122.294029 47.575917),F030089381
4823 S Juneau St,Investigate Out Of Service,11/30/2003 02:30:05 PM,47.549712,-122.272434,POINT (-122.272434 47.549712),F030089385
610 Harvard Av E,Medic Response,11/30/2003 02:39:57 PM,47.624349,-122.321989,POINT (-122.321989 47.624349),F030089387
6559 35th Av Ne,Medic Response,11/30/2003 02:46:29 PM,47.676136,-122.290283,POINT (-122.290283 47.676136),F030089389
529 N 104th St,Aid Response,11/30/2003 02:52:48 PM,47.704352,-122.352292,POINT (-122.352292 47.704352),F030089390
7846 12th Av Ne,Unk Odor,11/30/2003 02:57:37 PM,47.685496,-122.314984,POINT (-122.314984 47.685496),F030089391
14041 15th Av Ne,Medic Response,11/30/2003 03:11:51 PM,47.730595,-122.312704,POINT (-122.312704 47.730595),F030089393
11020 Greenwood Av N,Medic Response,11/30/2003 03:13:33 PM,47.708888,-122.355482,POINT (-122.355482 47.708888),F030089394
1630 43rd Av E,Medic Response,11/30/2003 03:22:31 PM,47.633523,-122.277157,POINT (-122.277157 47.633523),F030089396
837 Ne 127th St,Aid Response,11/30/2003 03:25:58 PM,47.721275,-122.319805,POINT (-122.319805 47.721275),F030089399
3022 Ne 140th St,Auto Fire Alarm,11/30/2003 03:29:26 PM,47.730148,-122.296206,POINT (-122.296206 47.730148),F030089401
1226 Ne 102nd St,Aid Response,11/30/2003 03:29:57 PM,47.702175,-122.314772,POINT (-122.314772 47.702175),F030089402
1920 1st Av,Medic Response,11/30/2003 03:39:59 PM,47.610311,-122.341376,POINT (-122.341376 47.610311),F030089405
9520 Rainier Av S,Aid Response,11/30/2003 03:47:14 PM,47.520349,-122.260563,POINT (-122.260563 47.520349),F030089406
1423 1st Av,Aid Response,11/30/2003 03:51:49 PM,47.608051,-122.339309,POINT (-122.339309 47.608051),F030089407
915 Nw 45th St,Aid Response,11/30/2003 03:51:28 PM,47.661467,-122.368616,POINT (-122.368616 47.661467),F030089408
4th Av S / S Holgate St,Aid Response,11/30/2003 03:54:43 PM,47.58617,-122.329062,POINT (-122.329062 47.58617),F030089409
10345 Meridian Av N,Medic Response,11/30/2003 03:56:41 PM,47.703624,-122.333909,POINT (-122.333909 47.703624),F030089410
4721 40th Av Ne,Aid Response,11/30/2003 03:58:22 PM,47.663149,-122.284776,POINT (-122.284776 47.663149),F030089411
1400 5th Av,Aid Response,11/30/2003 04:03:46 PM,47.609685,-122.334666,POINT (-122.334666 47.609685),F030089412
133 20th Av E,Aid Response,11/30/2003 04:13:33 PM,47.619278,-122.306068,POINT (-122.306068 47.619278),F030089413
6901 Delridge Way Sw,Aid Response,11/30/2003 04:18:36 PM,47.541205,-122.360955,POINT (-122.360955 47.541205),F030089414
8701 15th Av Nw,Automatic Fire Alarm False,11/30/2003 04:30:42 PM,47.692429,-122.376803,POINT (-122.376803 47.692429),F030089417
5250 40th Av Ne,Medic Response,11/30/2003 04:33:44 PM,47.667579,-122.284814,POINT (-122.284814 47.667579),F030089419
14321 32nd Av Ne,Aid Response,11/30/2003 04:40:45 PM,47.732138,-122.29383,POINT (-122.29383 47.732138),F030089420
3539 S Holden St,Medic Response,11/30/2003 04:42:16 PM,47.533737,-122.287295,POINT (-122.287295 47.533737),F030089421
318 2nd Av Et S,Aid Response,11/30/2003 04:54:30 PM,47.6002,-122.330547,POINT (-122.330547 47.6002),F030089422
Sb I5 Fr Ne 50 St,Car Fire,11/30/2003 04:55:06 PM,47.662605,-122.322628,POINT (-122.322628 47.662605),F030089424
13530 Linden Av N,Medic Response,11/30/2003 04:56:13 PM,47.727791,-122.347725,POINT (-122.347725 47.727791),F030089425
1020 Airport Way S,Medic Response,11/30/2003 05:21:22 PM,47.593979,-122.324954,POINT (-122.324954 47.593979),F030089426
1421 Ne 80th St,Automatic Fire Alarm False,11/30/2003 05:21:58 PM,47.686686,-122.313099,POINT (-122.313099 47.686686),F030089427
2200 S Judkins St,1RED 1 Unit,11/30/2003 05:26:35 PM,47.591891,-122.303238,POINT (-122.303238 47.591891),F030089429
1900 5th Av,Aid Response,11/30/2003 05:27:56 PM,47.612958,-122.337873,POINT (-122.337873 47.612958),F030089430
1009 Ne Pacific St,Auto Fire Alarm,11/30/2003 05:27:18 PM,47.653681,-122.317386,POINT (-122.317386 47.653681),F030089432
5630 32nd Av Sw,Illegal Burn,11/30/2003 05:46:29 PM,47.55192,-122.373632,POINT (-122.373632 47.55192),F030089437
1768 Aurora Av N,Motor Vehicle Accident,11/30/2003 05:48:24 PM,47.635672,-122.343476,POINT (-122.343476 47.635672),F030089438
55 Bell St,Aid Response,11/30/2003 05:50:17 PM,47.612148,-122.3481,POINT (-122.3481 47.612148),F030089439
3540 Ne 110th St,Medic Response,11/30/2003 05:51:48 PM,47.708357,-122.289424,POINT (-122.289424 47.708357),F030089440
1935 31st Av W,Aid Response,11/30/2003 06:03:12 PM,47.636171,-122.396734,POINT (-122.396734 47.636171),F030089443
12th Av S / S Jackson St,Medic Response,11/30/2003 06:05:25 PM,47.599189,-122.317223,POINT (-122.317223 47.599189),F030089444
2ND AV / MARION ST,Aid Response,11/30/2003 06:45:21 PM,47.604446,-122.334477,POINT (-122.334477 47.604446),F030089450
Sb I5 Cd To Eb I90,Motor Vehicle Accident,11/30/2003 06:49:41 PM,47.594734,-122.320385,POINT (-122.320385 47.594734),F030089453
9253 24th Av Nw,Aid Response,11/30/2003 06:52:44 PM,47.696323,-122.387567,POINT (-122.387567 47.696323),F030089454
8701 15th Av Nw,Auto Fire Alarm,11/30/2003 07:15:37 PM,47.692429,-122.376803,POINT (-122.376803 47.692429),F030089459
9350 57th Av S,Aid Response,11/30/2003 07:15:14 PM,47.518626,-122.261645,POINT (-122.261645 47.518626),F030089460
1423 1ST AV,Aid Response,11/30/2003 07:22:09 PM,47.608051,-122.339309,POINT (-122.339309 47.608051),F030089462
4420 36TH AV S,Auto Fire Alarm,11/30/2003 07:24:31 PM,47.563846,-122.28696,POINT (-122.28696 47.563846),F030089463
722 23rd Av S,Medic Response,11/30/2003 07:26:09 PM,47.596274,-122.302225,POINT (-122.302225 47.596274),F030089465
5227 Kensington Pl N,Natur Gas Odor Outside,11/30/2003 07:27:33 PM,47.667191,-122.329072,POINT (-122.329072 47.667191),F030089466
4811 S Myrtle St,Aid Response,11/30/2003 07:37:02 PM,47.538905,-122.271996,POINT (-122.271996 47.538905),F030089468
Boren Av S / S Jackson St,Aid Response Yellow,11/30/2003 07:38:03 PM,47.59921,-122.314137,POINT (-122.314137 47.59921),F030089469
1103 16th Av,Aid Response,11/30/2003 07:52:34 PM,47.611553,-122.311479,POINT (-122.311479 47.611553),F030089473
M L King Jr Way S / S Warsaw St,Motor Vehicle Accident,11/30/2003 07:58:13 PM,47.543195,-122.284175,POINT (-122.284175 47.543195),F030089474
2580 29TH AV S,Fire in Building,11/30/2003 08:03:18 PM,47.579817,-122.295179,POINT (-122.295179 47.579817),F030089475
4715 W Ruffner St,1RED 1 Unit,11/30/2003 08:03:16 PM,47.651987,-122.417058,POINT (-122.417058 47.651987),F030089477
101 27th Av,Food On The Stove,11/30/2003 08:08:24 PM,47.601658,-122.297864,POINT (-122.297864 47.601658),F030089480
101 27th Av,Food On The Stove,11/30/2003 08:09:35 PM,47.601658,-122.297864,POINT (-122.297864 47.601658),F030089481
811 Maynard Av S,Aid Response,11/30/2003 08:28:38 PM,47.595741,-122.325068,POINT (-122.325068 47.595741),F030089482
6813 Weedin Pl Ne,Auto Fire Alarm,11/30/2003 08:35:47 PM,47.67809,-122.321446,POINT (-122.321446 47.67809),F030089483
3657 42nd Av Ne,1RED 1 Unit,11/30/2003 08:41:13 PM,47.654954,-122.282266,POINT (-122.282266 47.654954),F030089486
810 Virginia St,Aid Response,11/30/2003 08:59:48 PM,47.615789,-122.336507,POINT (-122.336507 47.615789),F030089489
2614 4th Av,Aid Response,11/30/2003 09:18:19 PM,47.617316,-122.347229,POINT (-122.347229 47.617316),F030089490
700 Ne 45th St,Aid Response,11/30/2003 09:30:53 PM,47.661319,-122.320728,POINT (-122.320728 47.661319),F030089491
2734 Ne 89th St,Aid Response,11/30/2003 09:33:28 PM,47.69312,-122.298467,POINT (-122.298467 47.69312),F030089493
1711 S Columbian Way,Motor Vehicle Accident,11/30/2003 09:35:46 PM,47.561402,-122.310002,POINT (-122.310002 47.561402),F030089494
227 11th Av E,1RED 1 Unit,11/30/2003 09:39:40 PM,47.620237,-122.318239,POINT (-122.318239 47.620237),F030089495
10509 Stone Av N,Medic Response,11/30/2003 09:39:46 PM,47.705122,-122.342004,POINT (-122.342004 47.705122),F030089496
722 15th Av,Furnace Problem,11/30/2003 09:52:24 PM,47.608293,-122.312845,POINT (-122.312845 47.608293),F030089497
318 2nd Av S,Medic Response,11/30/2003 09:56:28 PM,47.600041,-122.331573,POINT (-122.331573 47.600041),F030089499
12550 GREENWOOD AV N,Aid Response,11/30/2003 10:07:12 PM,47.720051,-122.35554,POINT (-122.35554 47.720051),F030089501
1701 E Madison St,Medic Response,11/30/2003 10:08:58 PM,47.615596,-122.310138,POINT (-122.310138 47.615596),F030089502
720 Seneca St,Medic Response,11/30/2003 10:18:16 PM,47.608965,-122.330756,POINT (-122.330756 47.608965),F030089505
555 16th Av,Medic Response,11/30/2003 10:38:29 PM,47.606756,-122.31155,POINT (-122.31155 47.606756),F030089507
3341 S Graham St,Medic Response,11/30/2003 10:38:43 PM,47.546112,-122.289859,POINT (-122.289859 47.546112),F030089508
E Olive Way / E Denny Way,Aid Response,11/30/2003 10:44:23 PM,47.618489,-122.325633,POINT (-122.325633 47.618489),F030089509
12th Av / E Olive St,Natur Gas Leak Outside Minor,11/30/2003 10:46:24 PM,47.616432,-122.316873,POINT (-122.316873 47.616432),F030089510
5610 Kensington Pl N,Medic Response,11/30/2003 10:52:58 PM,47.669451,-122.330554,POINT (-122.330554 47.669451),F030089511
12317 15th Av Ne,Aid Response,11/30/2003 11:16:08 PM,47.717748,-122.312622,POINT (-122.312622 47.717748),F030089513
2734 Ne 89th St,Trans to AMR,11/30/2003 11:20:23 PM,47.69312,-122.298467,POINT (-122.298467 47.69312),F030089514
7703 15th Av Sw,Aid Response,11/30/2003 11:33:53 PM,47.533659,-122.353915,POINT (-122.353915 47.533659),F030089516
5th Av S / S Jackson St,Aid Response,11/30/2003 11:47:01 PM,47.599195,-122.327667,POINT (-122.327667 47.599195),F030089518
4420 36th Av S,Auto Fire Alarm,12/01/2003 12:06:04 AM,47.563846,-122.28696,POINT (-122.28696 47.563846),F030089520
301 2nd Av S,Auto Fire Alarm,12/01/2003 12:08:47 AM,47.600032,-122.331573,POINT (-122.331573 47.600032),F030089521
2318 4th Av,Aid Response,12/01/2003 12:09:40 AM,47.615507,-122.344168,POINT (-122.344168 47.615507),F030089522
6405 Ne Windermere Rd,Aid Response,12/01/2003 12:09:23 AM,47.669034,-122.259443,POINT (-122.259443 47.669034),F030089523
6900 37th Av S,Aid Response,12/01/2003 12:30:01 AM,47.540683,-122.286131,POINT (-122.286131 47.540683),F030089527
2425 1st Av,Aid Response,12/01/2003 12:30:39 AM,47.614279,-122.348041,POINT (-122.348041 47.614279),F030089528
3716 Sw Thistle St,Aid Response,12/01/2003 12:32:45 AM,47.528354,-122.379531,POINT (-122.379531 47.528354),F030089530
4186 42nd Av Ne,1RED 1 Unit,12/01/2003 12:45:42 AM,47.659027,-122.28275,POINT (-122.28275 47.659027),F030089532
9024 17th Av Sw,Aid Response,12/01/2003 12:47:33 AM,47.522645,-122.356452,POINT (-122.356452 47.522645),F030089533
11301 3rd Av Ne,Aid Response,12/01/2003 12:58:54 AM,47.71049,-122.326004,POINT (-122.326004 47.71049),F030089535
9730 57th Av S,Trans to AMR,12/01/2003 01:02:13 AM,47.514634,-122.26204,POINT (-122.26204 47.514634),F030089536
15th Av Ne / Ne Pacific St,Aid Response,12/01/2003 01:08:06 AM,47.652976,-122.312464,POINT (-122.312464 47.652976),F030089537
4738 19th Av Ne,Auto Fire Alarm,12/01/2003 01:16:09 AM,47.663276,-122.307215,POINT (-122.307215 47.663276),F030089538
5215 Wallingford Av N,Medic Response,12/01/2003 01:32:56 AM,47.666599,-122.336396,POINT (-122.336396 47.666599),F030089540
533 3rd Av W,Medic Response,12/01/2003 02:08:59 AM,47.623717,-122.360635,POINT (-122.360635 47.623717),F030089542
2711 Alaskan Way,Automatic Fire Alarm False,12/01/2003 02:20:27 AM,47.613945,-122.353202,POINT (-122.353202 47.613945),F030089543
5120 40th Av Ne,Aid Response,12/01/2003 02:27:10 AM,47.66636,-122.284802,POINT (-122.284802 47.66636),F030089544
450 3rd Av,Single Medic Unit,12/01/2003 02:30:14 AM,47.601886,-122.330511,POINT (-122.330511 47.601886),F030089546
800 Occidental Av S,Single Medic Unit,12/01/2003 02:31:51 AM,47.598056,-122.333056,POINT (-122.333056 47.598056),F030089547
1701 E Madison St,Single Medic Unit,12/01/2003 02:32:54 AM,47.615596,-122.310138,POINT (-122.310138 47.615596),F030089548
450 3rd Av,Single Medic Unit,12/01/2003 02:34:23 AM,47.601886,-122.330511,POINT (-122.330511 47.601886),F030089549
800 Occidental Av S,Single Medic Unit,12/01/2003 02:36:20 AM,47.598056,-122.333056,POINT (-122.333056 47.598056),F030089550
1701 E Madison St,Single Medic Unit,12/01/2003 02:37:36 AM,47.615596,-122.310138,POINT (-122.310138 47.615596),F030089551
555 16th Av,Single Medic Unit,12/01/2003 02:39:04 AM,47.606756,-122.31155,POINT (-122.31155 47.606756),F030089552
Utah Av S / S Massachusetts St,Single Medic Unit,12/01/2003 02:40:57 AM,47.588229,-122.33512,POINT (-122.33512 47.588229),F030089553
500 5th Av,Single Medic Unit,12/01/2003 02:42:30 AM,47.602985,-122.328535,POINT (-122.328535 47.602985),F030089554
308 4th Av S,Single Medic Unit,12/01/2003 02:43:39 AM,47.600036,-122.328965,POINT (-122.328965 47.600036),F030089555
223 Yesler Way,Single Medic Unit,12/01/2003 02:45:03 AM,47.601719,-122.33179,POINT (-122.33179 47.601719),F030089556
7th Av S / S Charles St,Single Medic Unit,12/01/2003 02:46:47 AM,47.594994,-122.323767,POINT (-122.323767 47.594994),F030089557
14th Av S / S State St,Single Medic Unit,12/01/2003 02:47:46 AM,47.587771,-122.314862,POINT (-122.314862 47.587771),F030089558
S Royal Brougham Way / 1st Av S,Single Medic Unit,12/01/2003 02:49:01 AM,47.592396,-122.334195,POINT (-122.334195 47.592396),F030089559
